id;data;length_after_html_drop;date;length;language-reliability;language;extension;target
tests\www\_spam_\allorganic.eu.warc;"
This domain is currently not approved for CashParking.
 
";58;Tue Mar 13 12:10:17 CET 2018;95;0.9999957493089813;en;warc;spam
tests\www\_spam_\frg.eu.warc;"Domaininformation – Domain powered by Frankcom IT Service

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Domaininformation – Domain powered by Frankcom IT Service
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Domaininformation

Domain powered by Frankcom IT Service
&nbsp;
 
 
 
Zum Inhalt springen
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Startseite
Cestina
Deutsch
Eesti
English
Espanol
Francais
Italiano
Latviesu
Lietuviu
Magyar
Nederlands
Polski
Portugues
Roman
Slovencina
Slovenscina
Suomi
Svenska
Русские
中國語文
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Click your flag to get information about frg.eu!
 
 
 
Our new domain brokerage portal - www.find-your-domain.eu
.eu domains in eBay
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Deutsch
 
 
 
 
 
 
 
 

 Domaininformation 
 
 
Read more 
 
 
 
 
 
 
English
 
 
 
 
 
 
 
 

 Domain information in English 
 
 
Read more 
 
 
 
 
 
 
Français
 
 
 
 
 
 
 
 

 Informations sur les noms de domaines en Français 
 
 
Read more 
 
 
 
 
 
 
Nederlands
 
 
 
 
 
 
 
 

 Domein Informatie 
 
 
Read more 
 
 
 
 
 
 
Pусский
 
 
 
 
 
 
 
 

 Информация о доменах 
 
 
Read more 
 
 
 
 
 
 
Espanol
 
 
 
 
 
 
 
 

 Información Acerca del Dominio in Espanol 
 
 
Read more 
 
 
 
 
 
 
Italiano
 
 
 
 
 
 
 
 

 Informazioni sul Dominio 
 
 
Read more 
 
 
 
 
 
 
Cestina
 
 
 
 
 
 
 
 

 Informace o doméně 
 
 
Read more 
 
 
 
 
 
 
Polski
 
 
 
 
 
 
 
 

 Informacje o domenie 
 
 
Read more 
 
 
 
 
 
 
Slovencina
 
 
 
 
 
 
 
 

 Informácia o doméne 
 
 
Read more 
 
 
 
 
 
 
Magyar
 
 
 
 
 
 
 
 

 Domain információ in Magyar 
 
 
Read more 
 
 
 
 
 
 
Eesti
 
 
 
 
 
 
 
 

 Domeeni Informatsioon 
 
 
Read more 
 
 
 
 
 
 
Portugues
 
 
 
 
 
 
 
 

 Informações de Domínio em Português 
 
 
Read more 
 
 
 
 
 
 
Suomi
 
 
 
 
 
 
 
 

 Verkkotunnus tiedote 
 
 
Read more 
 
 
 
 
 
 
Latviešu
 
 
 
 
 
 
 
 

 Domēna Informācija 
 
 
Read more 
 
 
 
 
 
 
Slovenscina
 
 
 
 
 
 
 
 

 Informacije o domeni 
 
 
Read more 
 
 
 
 
 
 
Svenska
 
 
 
 
 
 
 
 

 Domäninformation 
 
 
Read more 
 
 
 
 
 
 
Lietuviu
 
 
 
 
 
 
 
 

 Domeno Informacija 
 
 
Read more 
 
 
 
 
 
 
Romain
 
 
 
 
 
 
 
 

 Informații despre nume de domenii în limba română 
 
 
Read more 
 
 
 
 
 
 
中國語文
 
 
 
 
 
 
 
 

 中國語言的信息 
 
 
Read more 
 
 
 
 
 
 
 
 

Copyright 2017 by Frankcom IT Service, Eichenring 3, 94060 Pocking, Germany, 
buy@frankcom.info
 Powered by 
 &amp; 
 
Tempera
 WordPress. 

&lt;img src=""http://eu-domain-service.de/support/server.php?a=b9474&amp;amp;rqst=track&amp;amp;output=nojcrpt"" width=""0"" height=""0"" style=""visibility:hidden;"" alt=""""&gt;
";2661;Tue Mar 13 11:56:25 CET 2018;37588;0.9999951976268633;en;warc;spam
tests\www\_spam_\gobyus.eu.warc;"Web directory - Free website directory - Add your URL to web directory

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Web directory - Free website directory - Add your URL to web directory
 
 
 
 
 
 
 
 
 
 
 
 
 &nbsp; &nbsp; 
 &nbsp; &nbsp; 
 &nbsp; &nbsp; 
 &nbsp; &nbsp; 
 &nbsp; &nbsp; 
 &nbsp; &nbsp; 
 &nbsp; &nbsp; 
 &nbsp; &nbsp; 
 &nbsp; &nbsp; 
 &nbsp; &nbsp; 
 &nbsp; &nbsp; 
 &nbsp; &nbsp; 
 
Web directory

gobyus.eu
Add URL
 
 
 
 
 
 
 
 
 
 55
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 273
 • 
 • 
 • 
 • 
 • 
 • 
 466
 • 
 • 
 • 
 • 
 • 
 227
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 66
 • 
 • 
 • 
 • 
 • 
 • 
 48
 • 
 • 
 • 
 • 
 • 
 • 
 28
 • 
 • 
 • 
 • 
 • 
 51
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 58
 • 
 • 
 • 
 • 
 • 
 94
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 164
 • 
 • 
 • 
 • 
 • 
 • 
 • 
Arts and Culture
Crafts
Dance
Folklore
Literature
Music
Radio
Television
Visual Arts
Business and Economy
Banks
Business Opportunities
E-Commerce
Employment
Investment
Loans
Companies and Services
Audio and Video
Computers
Construction and Maintenance
Furniture
Used Cars
Computers and Internet
Drivers
Games
Hardware
Multimedia
Software
Webdesign
Webhosting
Download and P2P
Download Archives
Freeware
FTP servers
P2P Servers
Photos
Wallpapers
Education
Courses
Driving Schools
Grants
Libraries
Secondary Schools
Universities
Employment
Career
Employment Agency
Job Search
Work Abroad
Work from Home
Fun and Hobby
Chat
Forums
Games
Hobby
Horoscopes
Music
Online Postcards
Wallpapers
Games
Board Games
Card Games
Computer Games
Manuals
Online Games
Health and Fitness
Beauty
Fitness
Insurance
Medicinal Herbs
Nutrition
Pharmacy
Weight Loss
Holiday, Travel and Recreation
Accommodation
Camps
Cottages
Hotels
Spas
Summer Resorts
Winter Resorts
 60
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 22
 • 
 • 
 • 
 • 
 • 
 23
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 29
 • 
 • 
 • 
 75
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 18
 • 
 • 
 • 
 • 
 • 
 49
 • 
 • 
 • 
 • 
 • 
 • 
 23
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 124
 • 
 • 
 • 
 • 
 • 
 • 
 123
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 401
 • 
 • 
 • 
 • 
 • 
 • 
 • 
Home and Garden
Accommodation
Gardening
Home
Nature
Pets
Real Estate
Recreation
Industry
Agriculture
Automobile Industry
Building Industry
Engineering
Food Industry
News and Media
Magazines and E-Zines
News
Newspapers
Radio
Television
Weather
Weblogs
Organizations
Culture Organizations
Nonprofit Organizations
Student Organizations
People and Society
Dating
European Union
Family
Live Style
Personal Pages
Politics
Society
Practical Informations
Catalogues and Search Engines
Maps
Online Dictionaries
Time Table
Weather
Programming, Webdesign and Webhosting
Graphic Design
Manuals
Programming
Scripts Resources
Webdesign
Webhosting
Science
Biology
Chemistry
Environment
History
Informatics
Physics
Technology
Shopping
Autos and Vehicles
Books
Computers
Consumer Electronics
Movies
Music
Sports
Basketball
Extreme Sports
Football
Hockey
Motorsports
Ski
Tennis
World Informations
Africa
Asia
Australia
Europe
North America
Oceania
South America
 
 
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 
 Links:
 
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 • 
 © gobyus.com 
 
 • 
 • 
 
Add URL
Contact
About web directory
Web directory
Webverzeichnis
Annuaire du web
Каталог
ウェブディレクト
Directorio Web
Web diretório
Indice del sito
Web directory
Zoznam stránok
Seznam stránek
Katalog stron
网站目录
Site submission
Play online games
Free classifieds
Gratis Inserate
Gratis Kleinanzeigen
Gratis Inserate
Inzeráty zadarmo
Darmowe anonse
Inzeráty zdarma
Internetový obchod
Search
";3488;Tue Mar 13 12:21:40 CET 2018;28621;0.9999930339127567;en;warc;spam
tests\www\_spam_\lcm.eu.warc;"LCM - REGAŁY MAGAZYNOWE - MONTAŻ DEMONTAŻ

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
LCM - REGAŁY MAGAZYNOWE - MONTAŻ DEMONTAŻ
 
 
 
 
 
 
 
 
 
 
 
 
 

&nbsp;
 
 
 
 
 
 
 
 
 

&nbsp;
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 

&nbsp;
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 

&nbsp;
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Witamy serdecznie w 
 Oferujemy usługi w zakresie montażu, naprawy, konserwacji, demontażu, przeglądów okresowych oraz zabezpieczeń różnych systemów magazynowania.
LCM sp. z o.o.
Realizujemy projekty nowe od podstaw oraz te, które są przebudową istniejących. Podejmujemy się realizacji w różnych warunkach środowiskowych. 
Wyspecjalizowane grupy pracowników mają możliwość montażu regałów każdego typu:
 
 
 
 
 
 
drive–in
pallet racks (Pall-Racks)
mobilne
antresole i platformy
oraz wyposażenia typowego i nietypowego w tym zabezpieczającego magazyny
Dotyczy to zarówno małych jak i dużych (
) systemów. 
 w&nbsp;ramach zleconych opracowań.
liczących ponad 20 tysięcy miejsc paletowych
Działamy na terenie całej Europy
Zdobyte doświadczenie pozwala nam zaoferować najwyższą jakość usług. Swoje zobowiązania wykonujemy terminowo, angażując zasoby ludzkie adekwatnie do wymagań sytuacyjnych i uzgodnień z&nbsp;kontrahentami. Usługi wykonujemy 
.
legalnie i zgodnie z zasadami delegowania oraz wymogami bezpieczeństwa w danym kraju
Zapraszamy do zapoznania się z naszą 
.
OFERTĄ
 
 
 
 
 
 
 
 
 © Copyright 2015 by LCM - RACK STORAGE SYSTEMS
 
 &nbsp;|&nbsp; 
 &nbsp;|&nbsp; 
 &nbsp;|&nbsp; 
 &nbsp;|&nbsp; 
 &nbsp;|&nbsp; 
 &nbsp;|&nbsp; 
 montaż i demontaż regałów magazynowych
HOME
O NAS
OFERTA
POLITYKA JAKOŚCI
GALERIA
PRACA
KONTAKT
";1634;Tue Mar 13 11:59:41 CET 2018;14348;0.9999981586392407;pl;warc;spam
tests\www\_spam_\www.atecotronic.ch.warc;"https://www.atecotronic.ch/

 
 
 
 
 
 
 
https://www.atecotronic.ch/
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Hallo! 
 Diese Webseite befindet sich gerade im Aufbau und ist bald online. 
 
 
 
 
 
 
 
 Schließen 
 
 
 
 
 
 
 
 
 
 
 
 Kontakt 
 
 
 
Name
 
 
 
E-Mail-Adresse
 
 
 
Nachricht
 
 
 
 
 

 Ups, da ist etwas schief gelaufen! 
 
 
 
 
 

 Captcha ist nicht korrekt. 
 
 
 
 
 
 
Danke!
 
 
 
 
 Senden 
 
";411;Tue Mar 13 12:24:32 CET 2018;5103;0.9999952320756188;de;warc;spam
tests\www\_spam_\www.brunoklassiek.nl.warc;"Home | Bruno Klassiek

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Home | Bruno Klassiek
 
 
 
 
 
 
 
 
 
 
 

 &lt;div class=""global-site-notice noscript""&gt; &lt;div class=""notice-inner""&gt; &lt;p&gt; &lt;strong&gt;JavaScript seems to be disabled in your browser.&lt;/strong&gt;&lt;br /&gt; You must have JavaScript enabled in your browser to utilize the functionality of this website. &lt;/p&gt; &lt;/div&gt; &lt;/div&gt; 
 
 
 
 
 
 
 
 
 
 
 
 
 
Bruno Klassiek
 
 
 
 
 
 
 
 
 
Mijn account
Mijn winkelwagen
Afrekenen
Inloggen
 
 
 
Uw taal:
 
 
 
English
Nederlands
 
 
 
 
 
 
 
 
 
Zoek naar:
Zoek
Geavanceerd zoeken

Home
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
&nbsp;
&nbsp;
&nbsp;
&nbsp;
&nbsp; 
&nbsp;
&nbsp;
&nbsp;
&nbsp;
&nbsp;
HERBERT Von KARAJAN
 - The Complete Recordings on DEUTSCHE GRAMMOPHONE &amp; DECCA
&nbsp;&nbsp;&nbsp;
&nbsp;&nbsp; 
 
&nbsp;
&nbsp;&nbsp; 
&nbsp;&nbsp; 
&nbsp;&nbsp;
&nbsp;
&nbsp;
&nbsp;
&nbsp;
U vindt ook 
vinyl in onze winkel!
(
klassiek, jazz, pop)&nbsp;
Behalve nieuwe en tweedehands CD's en DVD's klassieke muziek, verkoopt Bruno Klassiek sinds kort ook tweedehands vinyl (LP, 10"" en 7"").
Voor een groot deel betreft het klassieke muziek, maar er is ook jazz en pop. 
Een deel van onze gestaag groeiende voorraad staat reeds uitgestald in onze winkel. 
Alle aangeboden items verkeren in zeer goede staat
 
 
 
 
 
 
Het vinyl zelf&nbsp;is vaak nog in nieuwstaat
De LP's zijn in ieder geval gegarandeerd krasvrij en zonder vlekken, tenzij anders aangegeven
In de winkel worden de platen beschermd door een transparante plastic hoes
Veel collector's items en interessante testperingen.
Regelmatig langskomen heeft zin, want we zijn constant bezig om onze uitgestalde voorraad aan te vullen 
&nbsp;
Als aanvullende service biedt Bruno Klassiek het diepreinigen van uw gekoesterde vinylplaten middels een professionele machine van Clear Audio (Double Matrix Professional).
Onze collectie vinyl staat (nog) niet online in onze webwinkel. 
Voor het kopen van vinyl kunt u uitsluitend persoonlijk in onze winkel in Haarlem terecht.&nbsp;
: heeft u zelf een collectie waarvan u afstand wilt doen klik dan 
NB
 
hier
Bruno klassiek(e) CD's en LP's 
&nbsp;a
&nbsp;
Op het gebied van klassieke muziek is Bruno Klassiek een van de heel weinige speciaalzaken in Nederland die nog een echt brede sortering voorradig hebben. Deze uitgelezen collectie biedt ee
n representatief overzicht van de westerse klassieke muziekgeschiedenis. De aanwezige kennis van zaken heeft ertoe geleid dat wij via 
 al jaren vele liefhebbers in het hele land voorzien van mooie muziek op 
. &nbsp;&nbsp;&nbsp;
postverzending
(SA)CD, DVD en BluRay
 
 
 
 
 
 
 
 
 
Pagina's
 
 
 
 
 
Home
Contact
Over Bruno Klassiek
Privacy
 
 
 
 
 
Categoriën:
 
 
 
 
 
 
 
 
 
 
 
 
CD of DVD kopen
 
 
Aangenaam Klassiek 2017
 
 
Cadeaucheque
 
 
LP (2e hands)
 
 
Vinyl (second hand)
 
 
Labels
 
 
Concerten
 
 
Nieuwsbrief
 
 
Privacy
 
 
 
 
 
 
Nieuwsbrief
 
 
 
 
 
 
Meld u aan voor onze nieuwsbrief:
 
 
 
 
Inschrijven
 
 
 
 
 
© 1999-2017 klassieke cd en lp winkel Bruno Klassiek, Gierstraat 50, Haarlem, Nederland. Alle rechten voorbehouden.
 
 
 
 
 
 
 
Disclaimer
 
Algemene voorwaarden
Privacy Policy
Tel: +31 23 5323240.
BIC: ABNANL2A IBAN: NL35ABNA0534474586
Open: di-wo-do-vr 10:00 - 17:30 uur en za 10:00 - 17:00 uur.
NB: in zomermaanden juni, juli en augustus dinsdags gesloten
";3457;Tue Mar 13 12:16:24 CET 2018;22120;0.9999956955628394;nl;warc;spam
tests\www\_spam_\www.dalton.eu.warc;"Ohrmarken und elektronische Ohrmarken fÃ¼r Landwirtschaft, Wildtiere und Meerestiere

 
 
 
 
 
 
 
 
 
Ohrmarken und elektronische Ohrmarken fÃ¼r Landwirtschaft, Wildtiere und Meerestiere
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
&nbsp;
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 | Copyright Â© 2009 Dalton Marketing Deutschland | 
Kontakt
Impressum
";351;Tue Mar 13 12:04:37 CET 2018;14038;0.9999972746521295;de;warc;spam
tests\www\_spam_\www.gecekondu.eu.warc;"gecekondu | Gecekondu | Informal Settlements & Primitive Living | Turkish Squatter House

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
gecekondu | Gecekondu | Informal Settlements &amp; Primitive Living | Turkish Squatter House	
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Back to top
 
 
Hide Content
 
 
 
 
 
 
 
 
 
 
Mindset
&nbsp;&nbsp;&nbsp;&nbsp;Credits
Theory &amp; Papers
Practice
&nbsp;&nbsp;&nbsp;&nbsp;Construction
&nbsp;&nbsp;&nbsp;&nbsp;Play
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Scenario
&nbsp;&nbsp;&nbsp;&nbsp;Play Movie
&nbsp;&nbsp;&nbsp;&nbsp;Ongoing
Communicate
 
 
 
 
 
 
 
 
 
 
 
 
 
Gecekondu is a primitive, informal housing solution in industrializing city as a consequence of mass migration thereafter the second half of 20th century. It was studied during Fragile Conference, built from scratch out of junk local materials, lived in it. Gecekondu is a mindset.
 
 
 
 
 
 
Main menu
Skip to content
 
 
 
 
 
 
Mindset
 
 
Credits
Theory &amp; Papers
 
 
Practice
 
 
 
 
 
Construction
 
 
Play
 
 
Scenario
Play Movie
Ongoing
Communicate
 
 
 
 
 
 
 
 
 
 
 
 
 
 Gecekondu. April 2011. Sint-Lucas. Gent. Belgium. EU 
 
 
Play
 
 
 
 
 
 
 
 
 
 
 
Toggle Thumbnails
 
 
 
 
 
Prev
Start Slideshow
Stop Slideshow
Next
Scroll left
Scroll right
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
";1747;Tue Mar 13 12:01:30 CET 2018;72983;0.9999949612477664;en;warc;spam
tests\www\_spam_\www.samedayloans.eu.warc;"Samedayloans – Just another WordPress site

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Samedayloans – Just another WordPress site
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Skip to content
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Samedayloans
Just another WordPress site
 
 
Scroll down to content
 
 
 
 
 
 
 
 
 
 
 
Posts
 
 
 
 
 
 
 
 
 
Nothing Found
 
 
 
It seems we can’t find what you’re looking for. Perhaps searching can help.
 
 
 
 
 
 
Search for:
 
 
Search
 
 
 
 
 
 
 
 
 
Search for:
 
 
Search
Recent Comments
 
 
Archives
 
 
 
Categories
 
 
No categories
 
 
Meta
 
 
 
 
 
Log in
Entries 
RSS
Comments 
RSS
WordPress.org
 
 
 
 
 
 
Proudly powered by WordPress
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
";979;Tue Mar 13 12:03:09 CET 2018;53478;0.9999953235867286;en;warc;spam
tests\youtube\_ham_\1320068270000.tytb;"Да Россия по-любому победит!!! Бату, вперед!!!
";48;null;48;0.9999938178281864;ru;tytb;ham
tests\youtube\_ham_\1320068379000.tytb;"пуст ь победит сильнейший! хотя и так понятно, что это - Хасиков!!
";68;null;68;0.9999962540343106;ru;tytb;ham
tests\youtube\_ham_\1320068509000.tytb;"хаха)) это вам не американский подставной реслинг.nвсе по-настоящему.
";71;null;71;0.9999973195607565;ru;tytb;ham
tests\youtube\_ham_\1320068631000.tytb;"серьезные ребята=))
";21;null;21;0.9999936627763002;ru;tytb;ham
tests\youtube\_ham_\1320068741000.tytb;"Наши богатыри явно сильнее греческих гераклов.
";48;null;48;0.9999910442578638;ru;tytb;ham
tests\youtube\_ham_\1320068873000.tytb;"нужно что бы все полицейские такие были
";41;null;41;0.9999963830216938;ru;tytb;ham
tests\youtube\_ham_\1320068996000.tytb;"@user5 хаха)) я бы сказал. сравнил....
";40;null;40;0.9999986677518162;ru;tytb;ham
tests\youtube\_ham_\1320069136000.tytb;"Нашим недополицейским далеко до этих чуваков.nОни только таджиков гасить умеют.
";81;null;81;0.9999971372395269;ru;tytb;ham
tests\youtube\_ham_\1320069164000.tytb;"@user7 даже их к сожалению не могут!
";38;null;38;0.9999970233627186;ru;tytb;ham
tests\youtube\_ham_\1320071546000.tytb;"Прикольноn
";12;null;12;0.9175920314126044;ru;tytb;ham
tests\youtube\_ham_\z121tz2zhzjgercem23yttsqvnuijljql04.ytbid;"katy perry does remind me of a tiger,like as if its her spirit animal :3 <3";75;Sun Aug 24 18:17:17 CEST 2014;75;0.9999958904197699;en;ytbid;ham
tests\youtube\_ham_\z12ag5uwdzrajx1yp04chp1r2sa5ubugez00k.ytbid;"I love this song, it´s for empowering every woman :)

""you´re gonna hear me roar"" ;)";84;Sat Sep 06 21:17:52 CEST 2014;84;0.9999952431347456;en;ytbid;ham
tests\youtube\_ham_\z12ihhpimqitsznag04cc3y5jke1d1rhkus0k.ytbid;"should not have paused the music, this is a clip, not a movie.";62;Tue Sep 02 19:54:01 CEST 2014;62;0.9999979398086516;en;ytbid;ham
tests\youtube\_ham_\z12rgdghtm3gc3j4004cizn50y3xybujalw0k.ytbid;Perfect! <3;11;Sun Aug 31 22:50:57 CEST 2014;11;0.30867459440619954;en;ytbid;ham
tests\youtube\_ham_\z133uthy3uvscvxox04cfr1bjw2idvehcxw0k.ytbid;"And after the video ends, a 13 ft. boa constrictor squeezes her to death.";73;Mon Sep 01 18:55:34 CEST 2014;73;0.9999954422754922;en;ytbid;ham
tests\youtube\_ham_\z135drnwswvsgvkyq04cfjh4xpb3cn2hugg.ytbid;"She named the tiger Kitty Purry

No, seriously, she did, check the video
";73;Sun Aug 31 04:52:29 CEST 2014;73;0.9999976002129918;en;ytbid;ham
tests\youtube\_ham_\z13cwrzyolf1zh4v023ctteams25hldf5.ytbid;Thanks to this video we know that Nokia phones can survive a plane crash.;73;Fri Aug 29 20:00:20 CEST 2014;73;0.9999977316848965;en;ytbid;ham
tests\youtube\_ham_\z13cyh3gowyyxlotr23vsplhbt23hbmwy04.ytbid;"Its a good song and i like her video clip, because its a bout a girl that her airplane crashed on a land far far away... and she found the way to survive! And i love the pet tiget too( Kitty Purpy) lol :D";204;Wed Aug 27 22:12:48 CEST 2014;204;0.999997226492924;en;ytbid;ham
tests\youtube\_ham_\z13hyv0ixuavuliyt04cix1j5t3qgpggce4.ytbid;In what South American jungle or any jungle for that matter do you find an African elephant and a bengal tiger in the same place. Who made this video.;150;Mon Aug 25 06:37:22 CEST 2014;150;0.9999961771417993;en;ytbid;ham
tests\youtube\_ham_\z13jtvmwoqjvsxj4p04cdhbwswnsf5qqv24.ytbid;This song makes me want to drink bleach;39;Sun Sep 07 03:43:55 CEST 2014;39;0.9999925780187251;en;ytbid;ham
tests\youtube\_spam_\1320083220000.tytb;"watch?v=KqNmTWH0_nU nn
";24;null;24;0.9745688734559994;sw;tytb;spam
tests\youtube\_spam_\1320084224000.tytb;"Чем дальше - тем интереснее =)nне могу без этого (СОРРИ )сериала :*:*nтак его люблю :*nподскажите: что за песня когда Вика :* с Максом целуются?
";146;null;146;0.9999953859429188;ru;tytb;spam
tests\youtube\_spam_\1320092534000.tytb;"watch?v=KqNmTWH0_nU nnГолосуйте за меня!
";42;null;42;0.927673872674661;bg;tytb;spam
tests\youtube\_spam_\1320098996000.tytb;"mitasbibi﻿ --- ""fico indignada com isso, ainda tem pessoas que acham isso lindo""nnLindo mesmo é o comentário que você fez. De dar inveja ao Prof° Paschale. kkk
";161;null;161;0.999997278410565;pt;tytb;spam
tests\youtube\_spam_\1320102205000.tytb;"@user155 Hahahaha ... ok .. I want her the﻿ mp3 file
";54;null;54;0.7142825292595644;en;tytb;spam
tests\youtube\_spam_\1320103591000.tytb;"усачев ты же хотел ipad/ хороший шанс получить его @user850230
";64;null;64;0.9999956130859075;ru;tytb;spam
tests\youtube\_spam_\1320105750000.tytb;"Desocupado,covarde,fdp........­..nnLi no IG: ""tenho 23 anos e sou sustentado pela minha mae...."" Frase do idiota que fez isso...nnÈ um cabaço,que nao tem coragem de trabalhar e quer atrapalhar as pessoas.nnManda ele ir﻿ dar um empurrão no Anderson Silva,em vez de ficar empurrando mulher.
";290;null;290;0.9999944507540635;pt;tytb;spam
tests\youtube\_spam_\1320109069000.tytb;"house tour plzz and happy halloween
";37;null;37;0.9999978235431607;br;tytb;spam
tests\youtube\_spam_\1320109314000.tytb;"esse link é mais massa..nn/watch?v=BQjSCDCJErM
";48;null;48;0.9987467738452009;fr;tytb;spam
tests\youtube\_spam_\1320110809000.tytb;"10 facts﻿ abut﻿ you:n1.﻿ You are reading this commentn2.You are realizing that is a stupid factn4.you﻿ didn't notice I skipped three.5 You're checking﻿ nown6.﻿ You're smilingn7.You are﻿ still﻿ reading my commentn9﻿﻿ You didn't realize I﻿ skipped﻿ eightn10.﻿ You're checking again﻿ and smiling about how you﻿ fell for it again.n11. You﻿ are enjoying thisn12. You didnt realize﻿﻿ there are only﻿ supposed to be ten﻿ facts. post this to one video and tomorrow﻿ will be the best day ever ;)n
";489;null;489;0.9999976085429597;en;tytb;spam
tests\youtube\_spam_\z125efjyoyaxwhzhz04cgh4oaontcvvdc.ytbid;"Nice!
http://www.barnesandnoble.com/s/BDP?csrfToken=I9tIxe8cNkCosOqkEMGjLU5uwv6nSXSO&sort=DD&size=90&csrftoken=89Iyec7nrWP5NYtnO5U7amhVmfLUtgGL&dref=5094&keyword=BDP&store=EBOOK";177;Thu Aug 07 18:46:23 CEST 2014;177;0.7142818333808227;en;ytbid;spam
tests\youtube\_spam_\z12is34ysrzoy3uwl04cctlxmrekjfuhvig.ytbid;http://www.twitch.tv/daconnormc;31;Thu Aug 07 20:40:18 CEST 2014;31;0.9999938676015107;ht;ytbid;spam
tests\youtube\_spam_\z12ogvgbmre3eloah04ccjbpsmusxdxbwc0.ytbid;hey guys!! visit my channel pleaase (i'm searching a dream);59;Wed Aug 06 22:14:15 CEST 2014;59;0.9999948348668108;en;ytbid;spam
tests\youtube\_spam_\z12rw1o4zvidhdthz04cixxjssq5wzsrlpk0k.ytbid;check out my rapping hope you guys like it https://soundcloud.com/nereboy/call-of-the-lostproduce-by-atlastatlas-rapper-jkork and follow and message me :);154;Sun Aug 03 00:12:49 CEST 2014;154;0.999996619245603;en;ytbid;spam
